   11.4522916468963       3.660875140004577E-005  1.434777331211330E-007
   22.9045832937926       2.473210051828771E-004  3.877221245719385E-006
   34.3568749406889       4.481482885080129E-004  1.580752368501929E-005
   45.8091665875852       5.191288298131763E-004  3.255327749826631E-005
   57.2614582344814       5.060825819084175E-004  4.958621835448548E-005
   68.7137498813777       4.605788797793595E-004  6.498395051486801E-005
   80.1660415282740       4.083973278395103E-004  7.842934019711811E-005
   91.6183331751703       3.595144281214825E-004  9.017702174222102E-005
   103.070624822067       3.169379192820197E-004  1.006140916920519E-004
   114.522916468963       2.809860589383879E-004  1.101246047279027E-004
   125.975208115859       2.510784021720377E-004  1.190677963819406E-004
   137.427499762755       2.264355285875666E-004  1.277928783151454E-004
   148.879791409652       2.063220683985859E-004  1.366570297905536E-004
   160.332083056548       1.900796964982047E-004  1.460129551786005E-004
   171.784374703444       1.770275908210892E-004  1.561072476770285E-004
   183.236666350341       1.663056310392113E-004  1.668577985527654E-004
   194.688957997237       1.568994599799539E-004  1.777128702194302E-004
   206.141249644133       1.480052960285817E-004  1.879411395047144E-004
   217.593541291030       1.393120482524263E-004  1.971040141393597E-004
   229.045832937926       1.308616558619705E-004  2.051502224741800E-004
   240.498124584822       1.227892422199193E-004  2.122259558210714E-004
   251.950416231718       1.151958319038272E-004  2.185152325093250E-004
   263.402707878615       1.081275192750605E-004  2.241772311863852E-004
   274.854999525511       1.015893886930169E-004  2.293350423996946E-004
   286.307291172407       9.556219213180271E-005  2.340807555365723E-004
   297.759582819304       9.001427535067893E-005  2.384831366542685E-004
   309.211874466200       8.490888334376679E-005  2.425941072060836E-004
   320.664166113096       8.020830706899153E-005  2.464535068347334E-004
   332.116457759992       7.587609754944961E-005  2.500924445355525E-004
   343.568749406889       7.187815281317725E-005  2.535356336654668E-004
   355.021041053785       6.818316566594962E-005  2.568030269105876E-004
   366.473332700681       3.010529211886894E-005  1.208209905185472E-004
   11.4522916468963       3.448133557323400E-005  1.351399234837196E-007
   22.9045832937926       1.513237827150362E-004  2.372284492744665E-006
   34.3568749406889       2.160381519661381E-004  7.620308481913265E-006
   45.8091665875852       2.643761593368849E-004  1.657837127234239E-005
   57.2614582344814       2.308555319603144E-004  2.261933768389719E-005
   68.7137498813777       1.631401358871624E-004  2.301775218733185E-005
   80.1660415282740       1.530482585598640E-004  2.939165640644233E-005
   91.6183331751703       1.307054544832631E-004  3.278485559634148E-005
   103.070624822067       1.299776627643770E-004  4.126229044766601E-005
   114.522916468963       1.072519328255014E-004  4.203438687789752E-005
   125.975208115859       9.565832992310838E-005  4.536362526999400E-005
   137.427499762755       8.508886984024558E-005  4.802140219467668E-005
   148.879791409652       7.395437020630392E-005  4.898353652068063E-005
   160.332083056548       6.745719937247553E-005  5.181839623013190E-005
   171.784374703444       5.138274754178206E-005  4.531056012018909E-005
   183.236666350341       5.003792150574523E-005  5.020405727955271E-005
   194.688957997237       4.178650890126543E-005  4.732967490291189E-005
   206.141249644133       3.533394133835511E-005  4.486799713599971E-005
